page	ayah	ar	en	bn	surah	root
5	26	بِهِۦٓ	by it	এ দিয়ে	2	ب
5	26	إِلَّا	except	ছাড়া	2	اللا
5	26	ٱلۡفَٰسِقِينَ	the defiantly disobedient	স্বত্বত্যাগীদেরকে	2	فسق
5	27	ٱلَّذِينَ	Those who	যারা	2	اللذ
5	27	يَنقُضُونَ	break	ভঙ্গকরে	2	نقض
5	27	عَهۡدَ	(the) Covenant	প্রতিশ্রুতি	2	عهد
5	27	ٱللَّهِ	(of) Allah	আল্লাহর	2	اله
5	27	مِنۢ	from	থেকে	2	من
5	27	بَعۡدِ	after	পরে	2	بعد
5	27	مِيثَٰقِهِۦ	its ratification	তা আবদ্ধ হওয়ার,	2	وثق
5	27	وَيَقۡطَعُونَ	and [they] cut	এবং তারা ছিন্নকরে	2	قطع
5	27	مَآ	what	যা	2	ما
5	27	أَمَرَ	has ordered	নির্দেশ দিয়েছেন	2	امر
5	27	ٱللَّهُ	Allah	আল্লাহ	2	اله
5	27	بِهِۦٓ	it	তাঁর সম্পর্কে	2	ب
5	27	أَن	to	যে	2	ان
5	27	يُوصَلَ	be joined	যুক্ত করতে	2	وصل
5	27	وَيُفۡسِدُونَ	and [they] spread corruption	এবং তারা বিপর্যয় সৃষ্টি করে	2	فسد
5	27	فِي	in	মধ্যে	2	في
5	27	ٱلۡأَرۡضِۚ	the earth	পৃথিবীর	2	ارض
5	27	أُوْلَٰٓئِكَ	Those	ঐসব (লোক),	2	اولا
5	27	هُمُ	they	(তারাই)	2	هم
5	27	ٱلۡخَٰسِرُونَ	(are) the losers	ক্ষতিগ্রস্ত	2	خسر
5	28	كَيۡفَ	How	কিরূপে	2	كيف
5	28	تَكۡفُرُونَ	(can) you disbelieve	তোমরা অবিশ্বাস করবে	2	كفر
5	28	بِٱللَّهِ	in Allah?	আল্লাহর উপর	2	اله
5	28	وَكُنتُمۡ	While you were	অথচ তোমরা ছিলে	2	كون
5	28	أَمۡوَٰتٗا	dead	মৃত অবস্থায়	2	موت
5	28	فَأَحۡيَٰكُمۡۖ	then He gave you life	পরে তিনি তোমাদের জীবিত করেছেন	2	حيي
5	28	ثُمَّ	then	এরপর	2	ثمم
5	28	يُمِيتُكُمۡ	He will cause you to die	তোমাদের মৃত্যু দেবেন	2	موت
5	28	ثُمَّ	then	এরপর	2	ثمم
5	28	يُحۡيِيكُمۡ	He will give you life	তোমাদের জীবিত করবেন	2	حيي
5	28	ثُمَّ	then	এরপরে	2	ثمم
5	28	إِلَيۡهِ	to Him	তাঁর দিকেই	2	الي
5	28	تُرۡجَعُونَ	you will be returned	ফিরে যেতে হবে তোমাদেরকে	2	رجع
5	29	هُوَ	He	তিনিই (আল্লাহ)	2	هو
5	29	ٱلَّذِي	(is) the One Who	যিনি	2	اللذ
5	29	خَلَقَ	created	সৃষ্টি করেছেন	2	خلق
5	29	لَكُم	for you	তোমাদের জন্যে	2	ل
5	29	مَّا	what	যা কিছু	2	ما
5	29	فِي	(is) in	মধ্যে (আছে)	2	في
5	29	ٱلۡأَرۡضِ	the earth	পৃথিবীর,	2	ارض
5	29	جَمِيعٗا	all	সবকিছুকেই	2	جمع
5	29	ثُمَّ	Moreover	এরপর	2	ثمم
5	29	ٱسۡتَوَىٰٓ	He turned	লক্ষ্য দিলেন	2	سوي
5	29	إِلَى	to	দিকে	2	الي
5	29	ٱلسَّمَآءِ	the heaven	আকাশের	2	سمو
5	29	فَسَوَّىٰهُنَّ	and fashioned them	অতঃপর তাদেরকে সম্পূর্ণ করলেন	2	سوي
5	29	سَبۡعَ	seven	সাত	2	سبع
5	29	سَمَٰوَٰتٖۚ	heavens	আকাশ	2	سمو
5	29	وَهُوَ	And He	এবং তিনি	2	هو
5	29	بِكُلِّ	of every	সব	2	كلل
5	29	شَيۡءٍ	thing	জিনিস সম্পর্কে	2	شيا
5	29	عَلِيمٞ	(is) AllKnowing	মহাজ্ঞানী	2	علم
6	30	وَإِذۡ	And when	এবং (স্মরণ করো) যখন	2	اذ
6	30	قَالَ	said	বলেছিলেন	2	قول
6	30	رَبُّكَ	your Lord	তোমার রব	2	ربب
6	30	لِلۡمَلَٰٓئِكَةِ	to the angels	ফেরেশতাদের উদ্দেশে	2	ملك
6	30	إِنِّي	Indeed I (am)	''নিশ্চয়ই আমি	2	انن
6	30	جَاعِلٞ	going to place	সৃষ্টিকারী	2	جعل
6	30	فِي	in	মধ্যে	2	في
6	30	ٱلۡأَرۡضِ	the earth	পৃথিবীতর	2	ارض
6	30	خَلِيفَةٗۖ	a vicegerent	প্রতিনিধি	2	خلف
6	30	قَالُوٓاْ	they said	তারা বলেছিলো	2	قول
6	30	أَتَجۡعَلُ	Will You place	''আপনি কি সৃষ্টি করবেন	2	جعل
6	30	فِيهَا	in it	তার মধ্যে (পৃথিবীতে)	2	في
6	30	مَن	(one) who	যে	2	من
6	30	يُفۡسِدُ	will spread corruption	বিপর্যয় সৃষ্টি করবে	2	فسد
6	30	فِيهَا	in it	তার মধ্যে	2	في
6	30	وَيَسۡفِكُ	and will shed	ও ঝরাবে	2	سفك
6	30	ٱلدِّمَآءَ	[the] blood[s]	রক্ত	2	دمي
6	30	وَنَحۡنُ	while we	এবং আমরাইতো	2	نحن
6	30	نُسَبِّحُ	[we] glorify (You)	পবিত্র মহিমা ঘোষণা করি	2	سبح
6	30	بِحَمۡدِكَ	with Your praises	আপনার প্রশংসা	2	حمد
6	30	وَنُقَدِّسُ	and we sanctify	ও মহিমা ঘোষণা করি	2	قدس
6	30	لَكَۖ	[to] You	আপনার	2	ل
6	30	قَالَ	He said	তিনি বলেছিলেন	2	قول
6	30	إِنِّيٓ	Indeed I	''নিশ্চয়ই আমি	2	انن
6	30	أَعۡلَمُ	[I] know	জানি	2	علم
6	30	مَا	what	যা	2	ما
6	30	لَا	not	না	2	لا
6	30	تَعۡلَمُونَ	you know	তোমরা জান''	2	علم
6	31	وَعَلَّمَ	And He taught	এবং শিখালেন	2	علم
6	31	ءَادَمَ	Adam	আদমকে	2	ادم
6	31	ٱلۡأَسۡمَآءَ	the names 	নামসমূহ	2	سمو
6	31	كُلَّهَا	all of them	সবকিছুর	2	كلل
6	31	ثُمَّ	Then	এরপর	2	ثمم
6	31	عَرَضَهُمۡ	He displayed them	সেগুলো উপস্থাপন করলেন	2	عرض
6	31	عَلَى	to	সামনে	2	علي
6	31	ٱلۡمَلَٰٓئِكَةِ	the angels	ফেরেশতাদের	2	ملك
6	31	فَقَالَ	then He said	এরপর বললেন	2	قول
6	31	أَنۢبِـُٔونِي	Inform Me	''আমাকে অবহিত করো	2	نبا
6	31	بِأَسۡمَآءِ	of (the) names	নাম সম্পর্কে	2	سمو
6	31	هَٰٓؤُلَآءِ	(of) these	এসবের	2	اولا
6	31	إِن	if	যদি	2	ان
6	31	كُنتُمۡ	you are	তোমরা হও	2	كون
6	31	صَٰدِقِينَ	truthful	সত্যবাদী''	2	صدق
6	32	قَالُواْ	They said	তারা বলেছিল	2	قول
6	32	سُبۡحَٰنَكَ	Glory be to You!	''আপনি পবিত্র	2	سبح
6	32	لَا	No	না (আছে)	2	لا
6	32	عِلۡمَ	knowledge	জ্ঞান	2	علم
6	32	لَنَآ	(is) for us	আমাদের	2	ل
6	32	إِلَّا	except	এছাড়া	2	اللا
6	32	مَا	what	যা	2	ما
6	32	عَلَّمۡتَنَآۖ	You have taught us	আমাদের আপনি শিখিয়েছেন	2	علم
6	32	إِنَّكَ	Indeed You!	নিশ্চয়ই আপনি	2	انن
6	32	أَنتَ	You	আপনিই	2	انت
6	32	ٱلۡعَلِيمُ	(are) the AllKnowing	মহাজ্ঞানী	2	علم
6	32	ٱلۡحَكِيمُ	the AllWise	মহাবিজ্ঞ	2	حكم
6	33	قَالَ	He said	তিনি বললেন	2	قول
6	33	يَٰٓـَٔادَمُ	O Adam!	''হে আদম	2	ادم
6	33	أَنۢبِئۡهُم	Inform them	তাদেরকে অবহিত করো	2	نبا
6	33	بِأَسۡمَآئِهِمۡۖ	of their names	তাদের নামগুলো সম্পর্কে''	2	سمو
6	33	فَلَمَّآ	And when	অতঃপর যখন	2	لمما
6	33	أَنۢبَأَهُم	he had informed them	সে তাদেরকে অবহিত করল	2	نبا
6	33	بِأَسۡمَآئِهِمۡ	of their names	তাদের নামগুলো	2	سمو
6	33	قَالَ	He said	তিনি বললেন	2	قول
6	33	أَلَمۡ	Did not	''আমি কি	2	لم
6	33	أَقُل	I say	বলি নি	2	قول
6	33	لَّكُمۡ	to you	তোমাদেরকে	2	ل
6	33	إِنِّيٓ	Indeed I	নিশ্চয়ই	2	انن
6	33	أَعۡلَمُ	[I] know	আমি জানি	2	علم
6	33	غَيۡبَ	(the) unseen	অদৃশ্যকে	2	غيب
6	33	ٱلسَّمَٰوَٰتِ	(of) the heavens	আকাশ সমূহের	2	سمو
6	33	وَٱلۡأَرۡضِ	and the earth	ও পাৃথিবীর	2	ارض
6	33	وَأَعۡلَمُ	and I know	এবং আমি জানি	2	علم
6	33	مَا	what	যা	2	ما
6	33	تُبۡدُونَ	you reveal	তোমরা প্রকাশ কর	2	بدو
6	33	وَمَا	and what	ও যা	2	ما
6	33	كُنتُمۡ	you [were]	তোমরা	2	كون
6	33	تَكۡتُمُونَ	conceal	গোপন করো''	2	كتم
6	34	وَإِذۡ	And when	এবং যখন	2	اذ
6	34	قُلۡنَا	We said	আমরা বলেছিলাম	2	قول
6	34	لِلۡمَلَٰٓئِكَةِ	to the angels	ফেরেশতাদেরকে	2	ملك
6	34	ٱسۡجُدُواْ	Prostrate	''তোমরা সিজদা করো	2	سجد
6	34	لِأٓدَمَ	to Adam	আদমকে''	2	ادم
6	34	فَسَجَدُوٓاْ	[so] they prostrated	তখন তারা সিজদা করল	2	سجد
6	34	إِلَّآ	except	ব্যতীত	2	اللا
6	34	إِبۡلِيسَ	Iblis	ইবলিস	2	بلس
6	34	أَبَىٰ	He refused	সে অমান্য করল	2	ابي
6	34	وَٱسۡتَكۡبَرَ	and was arrogant	ও অহংকার করল,	2	كبر
6	34	وَكَانَ	and became	এবং সে হল	2	كون
6	34	مِنَ	of	অন্তর্ভুক্ত	2	من
6	34	ٱلۡكَٰفِرِينَ	the disbelievers	কাফিরদের	2	كفر
6	35	وَقُلۡنَا	And We said	এবং আমরা বললাম,	2	قول
6	35	يَٰٓـَٔادَمُ	O Adam!	''হে আদম	2	ادم
6	35	ٱسۡكُنۡ	Dwell	বসবাস করো	2	سكن
6	35	أَنتَ	you	তুমি	2	انت
6	35	وَزَوۡجُكَ	and your spouse	ও তোমার স্ত্রী	2	زوج
6	35	ٱلۡجَنَّةَ	(in) Paradise	জান্নাতে	2	جنن
6	35	وَكُلَا	and [you both] eat	এবং দুজনে খাও	2	اكل
6	35	مِنۡهَا	from it	তা হতে	2	من
6	35	رَغَدًا	freely	স্বাচ্ছন্দে	2	رغد
6	35	حَيۡثُ	(from) wherever	যেখান থেকে	2	حيث
6	35	شِئۡتُمَا	you [both] wish	তোমরা দুজনে চাও;	2	شيا
6	35	وَلَا	But do not	এবং না	2	لا
6	35	تَقۡرَبَا	[you two] approach	দুজনে নিকটে যেয়ো	2	قرب
6	35	هَٰذِهِ	this	এই	2	هاذ
6	35	ٱلشَّجَرَةَ	[the] tree	গাছের	2	شجر
6	35	فَتَكُونَا	lest you [both] be	অতঃপর তোমরা দুজনে হবে	2	كون
6	35	مِنَ	of	অন্তর্ভুক্ত	2	من
6	35	ٱلظَّٰلِمِينَ	the wrongdoers	সীমালঙ্ঘনকারীদের''	2	ظلم
6	36	فَأَزَلَّهُمَا	Then made [both of] them slip	তাদেরকে এরপর পদস্থলন ঘটাল	2	زلل
6	36	ٱلشَّيۡطَٰنُ	the Shaitaan	শয়তান	2	شطن
6	36	عَنۡهَا	from it	তা হতে,	2	عن
6	36	فَأَخۡرَجَهُمَا	and he got [both of] them out	তাদের দুজনকে অতঃপর বের করল	2	خرج
6	36	مِمَّا	from what	সেখান থেকে	2	مما
6	36	كَانَا	they [both] were	দুজনে ছিল	2	كون
6	36	فِيهِۖ	in [it]	যার মধ্যে	2	في
6	36	وَقُلۡنَا	And We said	এবং আমরা বললাম,	2	قول
6	36	ٱهۡبِطُواْ	Go down (all of you)	''তোমরা নেমে যাও (এখান থেকে)	2	هبط
6	36	بَعۡضُكُمۡ	some of you	তোমাদের একে	2	بعض
6	36	لِبَعۡضٍ	to others	অপরের জন্যে	2	بعض
6	36	عَدُوّٞۖ	(as) enemy	শত্রু	2	عدو
6	36	وَلَكُمۡ	and for you	এবং তোমাদের জন্যে	2	ل
6	36	فِي	in	মধ্যে (থাকবে)	2	في
6	36	ٱلۡأَرۡضِ	the earth	পৃথিবীর	2	ارض
6	36	مُسۡتَقَرّٞ	(is) a dwelling place	অবস্থান (কিছু কালের)	2	قرر
6	36	وَمَتَٰعٌ	and a provision	ও জীবন সামগ্রী	2	متع
6	36	إِلَىٰ	for	পর্যন্ত	2	الي
6	36	حِينٖ	a period	একটা নির্দিষ্ট সময়''	2	حين
6	37	فَتَلَقَّىٰٓ	Then received	তখন শিখে নিল	2	لقي
6	37	ءَادَمُ	Adam	আদম	2	ادم
6	37	مِن	from	নিকট হতে	2	من
6	37	رَّبِّهِۦ	his Lord	তার রবের	2	ربب
6	37	كَلِمَٰتٖ	words	কিছু বাণী (ও ক্ষমা চাইল)	2	كلم
6	37	فَتَابَ	So (his Lord) turned	ফলে তিনি ক্ষমা করলেন	2	توب
6	37	عَلَيۡهِۚ	towards him	তাকে	2	علي
6	37	إِنَّهُۥ	Indeed He!	নিশ্চয়ই তিনি	2	انن
6	37	هُوَ	He	তিনিই	2	هو
6	37	ٱلتَّوَّابُ	(is) the Oftreturning (to mercy)	বড় ক্ষমাশীল	2	توب
6	37	ٱلرَّحِيمُ	the Most Merciful	পরম দয়ালু	2	رحم
7	38	قُلۡنَا	We said	আমরা বললাম,	2	قول
7	38	ٱهۡبِطُواْ	Go down	''তোমরা নামো	2	هبط
7	38	مِنۡهَا	from it	এখান থেকে	2	من
7	38	جَمِيعٗاۖ	all (of you)	সবাই	2	جمع
7	38	فَإِمَّا	and when	অতঃপর যখন	2	امما
7	38	يَأۡتِيَنَّكُم	comes to you	তোমাদের কাছে আসবে অবশ্যই	2	اتي
7	38	مِّنِّي	from Me	আমার পক্ষ হতে	2	من
7	38	هُدٗى	Guidance	পথনির্দেশনা	2	هدي
7	38	فَمَن	then whoever	তখন যে	2	من
7	38	تَبِعَ	follows	অনুসরণ করবে	2	تبع
7	38	هُدَايَ	My Guidance	আমার পথনির্দেশনা	2	هدي
7	38	فَلَا	[then] no	অতঃপর নেই	2	لا
7	38	خَوۡفٌ	fear	কোনো ভয়	2	خوف
7	38	عَلَيۡهِمۡ	(will be) on them	তাদের জন্যে	2	علي
7	38	وَلَا	and not	এবং না	2	لا
7	38	هُمۡ	they	তারা	2	هم
7	38	يَحۡزَنُونَ	will grieve	দুঃখিত হবে	2	حزن
7	39	وَٱلَّذِينَ	And those	এবং যারা	2	اللذ
7	39	كَفَرُواْ	who disbelieve[d]	অবিশ্বাস করবে	2	كفر
7	39	وَكَذَّبُواْ	and deny	ও মিথ্যা মনে করবে	2	كذب
7	39	بِـَٔايَٰتِنَآ	Our Signs	আমার নিদর্শনসমূহকে	2	ايا
7	39	أُوْلَٰٓئِكَ	those	তারা	2	اولا
7	39	أَصۡحَٰبُ	(are the) companions	অধিবাসী (হবে)	2	صحب
7	39	ٱلنَّارِۖ	(of) the Fire	(জাহান্নামের) আগুনের	2	نور
7	39	هُمۡ	they	তারা	2	هم
7	39	فِيهَا	in it	তার মধ্যে	2	في
7	39	خَٰلِدُونَ	(will) abide forever	চিরস্থায়ী হবে''	2	خلد
7	40	يَٰبَنِيٓ	O Children	হে সন্তান	2	بنو
7	40	إِسۡرَٰٓءِيلَ	(of) Israel!	ইসরাঈলের	2	اسر
7	40	ٱذۡكُرُواْ	Remember	তোমরা স্মরণ করো	2	ذكر
7	40	نِعۡمَتِيَ	My Favor	আমার নেয়ামতের	2	نعم
7	40	ٱلَّتِيٓ	which	যা	2	اللت
7	40	أَنۡعَمۡتُ	I bestowed	আমি নেয়ামত দিয়েছি	2	نعم
7	40	عَلَيۡكُمۡ	upon you	তোমাদের উপর	2	علي
7	40	وَأَوۡفُواْ	and fulfill	এবং তোমরা পূর্ণ করো	2	وفي
7	40	بِعَهۡدِيٓ	My Covenant	আমার (কাছে কৃত) প্রতিশ্রুতি	2	عهد
7	40	أُوفِ	I will fulfill	আমি পূর্ণ কর	2	وفي
7	40	بِعَهۡدِكُمۡ	your covenant	তোমাদের (কাছে কৃত) প্রতিশ্রুতি;	2	عهد
7	40	وَإِيَّٰيَ	and Me Alone	এবং শুধু আমাকেই	2	ايي
7	40	فَٱرۡهَبُونِ	fear [Me]	তোমরা ভয় করো	2	رهب
7	41	وَءَامِنُواْ	And believe	এবং তোমরা ঈমান আনো	2	امن
